tripduration,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender
219,2017-11-20 09:01:38.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3121,Jackson Ave & 46 Rd,4.074.524.768,-7.394.733.276,31654,Subscriber,1987,male
61,2018-04-01 18:45:07.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3608,5 St & 51 Ave,407.423.737,-739.566,27576,Subscriber,1974,male
1587,2017-08-19 13:38:09.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3101,N 12 St & Bedford Ave,4.072.079.821,-7.395.484.712,17938,Subscriber,1982,male
630,2017-09-23 12:46:21.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3117,Franklin St & Dupont St,4.073.564,-7.395.866,18974,Subscriber,1955,male
479,2016-09-05 12:29:35.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3117,Franklin St & Dupont St,4.073.564,-7.395.866,14576,Subscriber,1992,female
108,2016-08-25 19:00:53.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,22104,Subscriber,1966,male
100,2016-05-17 09:14:51.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,17754,Subscriber,1974,male
79,2017-12-04 23:54:18.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,16739,Subscriber,1971,male
110,2016-03-09 18:13:18.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,23909,Subscriber,1971,male
180,2015-11-22 12:07:44.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,16059,Subscriber,1971,female
172,2016-06-07 08:40:35.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,17265,Subscriber,1978,male
230,2016-06-01 11:30:48.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,20512,Subscriber,1980,male
94,2016-03-29 08:31:42.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,18792,Subscriber,1983,male
105,2016-08-10 16:14:27.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,23945,Subscriber,1979,male
119,2016-03-04 08:25:19.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,14654,Subscriber,1985,female
90,2017-07-28 08:44:29.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,14771,Subscriber,1989,male
115,2015-12-12 10:57:07.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,18925,Subscriber,1984,male
125,2016-02-19 08:46:08.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,16159,Subscriber,1992,male
1864,2017-04-11 19:20:21.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,24973,Subscriber,1991,female
129,2015-10-15 10:34:10.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,23592,Subscriber,1988,male
120,2017-09-25 22:08:16.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,19059,Subscriber,1993,male
101,2018-03-17 14:40:57.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,25787,Subscriber,1977,male
124,2016-06-29 16:16:54.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3119,Vernon Blvd & 50 Ave,4.074.232.744,-7.395.411.749,25795,Subscriber,1984,male
1212,2016-09-18 17:57:31.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3085,Roebling St & N 4 St,4.071.469,-7.395.739,26721,Subscriber,1982,male
1932,2017-06-01 09:43:46.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3235,E 41 St & Madison Ave,4.075.216.528,-7.397.992.194,28389,Subscriber,1990,male
564,2017-09-08 14:14:52.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3103,N 11 St & Wythe Ave,4.072.153.267,-7.395.782.357,27810,Subscriber,1982,male
1932,2017-06-09 20:06:24.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3124,46 Ave & 5 St,4.074.731,-7.395.451,17958,Subscriber,1974,female
94,2017-10-19 21:08:37.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3124,46 Ave & 5 St,4.074.731,-7.395.451,30647,Subscriber,1974,male
117,2015-12-03 22:01:10.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3124,46 Ave & 5 St,4.074.731,-7.395.451,16084,Subscriber,1983,male
489,2016-08-02 18:20:48.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3124,46 Ave & 5 St,4.074.731,-7.395.451,20718,Subscriber,1984,male
204,2018-04-11 18:30:51.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3124,46 Ave & 5 St,4.074.731,-7.395.451,25261,Subscriber,1990,female
684,2017-09-11 20:04:15.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3016,Kent Ave & N 7 St,4.072.036.775,-7.396.165.073,29860,Subscriber,1979,male
1011,2017-05-17 21:35:28.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3016,Kent Ave & N 7 St,4.072.036.775,-7.396.165.073,25108,Subscriber,1985,female
1426,2016-09-03 15:06:52.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3016,Kent Ave & N 7 St,4.072.036.775,-7.396.165.073,21028,Subscriber,1988,female
1102,2016-05-30 18:08:36.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3092,Berry St & N 8 St,407.190.095,-7.395.852.515,21949,Subscriber,1986,male
695,2017-10-11 17:54:43.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3108,Nassau Ave & Russell St,4.072.557,-7.394.434,19814,Subscriber,1990,male
846,2017-04-29 19:23:49.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3111,Norman Ave & Leonard St - 2,407.258.483,-7.395.064.893,25637,Subscriber,1987,male
2706,2016-07-10 18:32:50.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3243,E 58 St & 1 Ave,4.075.892.386,-7.396.226.227,18787,Subscriber,1951,male
1876,2016-04-15 14:19:10.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,441,E 52 St & 2 Ave,40.756.014,-73.967.416,21545,Subscriber,1979,male
506,2017-09-07 14:08:34.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3115,India St & Manhattan Ave,4.073.232.194,-739.550.858,17035,Subscriber,1960,male
735,2016-01-05 21:19:51.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3115,India St & Manhattan Ave,4.073.232.194,-739.550.858,23459,Subscriber,1965,male
642,2016-07-23 12:41:07.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3115,India St & Manhattan Ave,4.073.232.194,-739.550.858,25707,Subscriber,1977,male
322,2017-10-30 19:31:22.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3115,India St & Manhattan Ave,4.073.232.194,-739.550.858,15328,Subscriber,1984,male
1980,2018-03-06 08:47:45.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,477,W 41 St & 8 Ave,4.075.640.548,-739.900.262,26396,Subscriber,1985,male
1995,2017-06-09 09:15:32.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,477,W 41 St & 8 Ave,4.075.640.548,-739.900.262,28395,Subscriber,1985,male
2012,2017-10-17 09:13:42.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,477,W 41 St & 8 Ave,4.075.640.548,-739.900.262,28016,Subscriber,1985,male
1704,2017-06-13 09:26:12.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,419,Carlton Ave & Park Ave,4.069.580.705,-7.397.355.569,16479,Subscriber,1983,male
1345,2017-06-27 09:12:01.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,444,Broadway & W 24 St,407.423.543,-7.398.915.076,29068,Subscriber,1972,male
1327,2017-07-12 07:31:45.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,444,Broadway & W 24 St,407.423.543,-7.398.915.076,21536,Subscriber,1972,male
478,2017-09-15 13:03:40.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3221,47 Ave & 31 St,40.743,-7.393.561,31254,Subscriber,1979,male
643,2017-10-11 07:54:54.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3221,47 Ave & 31 St,40.743,-7.393.561,24927,Subscriber,1986,male
524,2017-08-30 08:00:37.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3221,47 Ave & 31 St,40.743,-7.393.561,30172,Subscriber,1986,male
512,2016-07-05 06:56:41.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3221,47 Ave & 31 St,40.743,-7.393.561,25248,Subscriber,1986,male
67,2017-11-05 22:47:11.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,26644,Subscriber,1974,male
1826,2017-09-19 22:07:39.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,14607,Subscriber,1983,male
2132,2016-07-31 17:06:34.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,25378,Subscriber,1988,female
2380,2017-06-26 10:39:53.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,27743,Subscriber,1989,male
1610,2017-05-06 22:18:09.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,389,Broadway & Berry St,4.071.044.554,-7.396.525.063,28518,Subscriber,1984,male
1813,2017-11-24 19:37:46.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3591,21 St & 31 Dr,407.659,-73.930.819,25855,Subscriber,,unknown
1485,2017-10-11 12:35:39.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3591,21 St & 31 Dr,407.659,-73.930.819,31197,Subscriber,1983,male
2001,2015-11-07 00:16:44.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,528,2 Ave & E 31 St,4.074.290.902,-7.397.706.058,22473,Subscriber,1984,male
560,2016-01-02 13:19:16.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3113,Greenpoint Ave & Manhattan Ave,4.073.026,-7.395.394,23443,Subscriber,1970,male
780,2016-09-06 22:10:41.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3113,Greenpoint Ave & Manhattan Ave,4.073.026,-7.395.394,16316,Subscriber,1977,male
734,2016-09-06 22:10:48.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3113,Greenpoint Ave & Manhattan Ave,4.073.026,-7.395.394,26408,Subscriber,1984,female
849,2018-03-24 17:11:46.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3668,Leonard St & Nassau Ave,4.072.395.678,-7.394.984.365,26700,Subscriber,1985,male
549,2016-08-27 12:41:59.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3107,Bedford Ave & Nassau Ave,4.072.311.651,-7.395.212.324,19538,Subscriber,1989,male
1207,2017-11-17 08:20:33.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3223,E 55 St & 3 Ave,4.075.899.656,-7.396.865.398,17800,Subscriber,1983,male
1575,2017-06-22 23:40:00.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,3074,Montrose Ave & Bushwick Ave,4.070.767.788,-7.394.016.171,28060,Subscriber,1995,female
2635,2017-11-03 08:31:44.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,259,South St & Whitehall St,4.070.122.128,-7.401.234.218,29973,Subscriber,1970,male
1817,2017-06-26 10:34:08.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,343,Clinton Ave & Flushing Ave,4.069.794,-7.396.986.848,18342,Subscriber,1978,male
2355,2018-03-11 14:04:52.000000 UTC,3122,48 Ave & 5 St,4.074.436.329,-7.395.587.325,343,Clinton Ave & Flushing Ave,4.069.794,-7.396.986.848,21697,Subscriber,1983,male
371,2017-07-23 16:53:05.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,520,W 52 St & 5 Ave,4.075.992.262,-7.397.648.516,28096,Customer,,unknown
495,2018-02-03 09:57:46.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,469,Broadway & W 53 St,4.076.344.058,-7.398.268.129,31826,Customer,1969,female
469,2017-09-10 18:29:14.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,449,W 52 St & 9 Ave,4.076.461.837,-7.398.789.473,30458,Customer,,unknown
634,2017-08-10 14:39:13.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,2022,E 60 St & York Ave,40.759.107,-73.959.223,19490,Customer,,unknown
1290,2017-08-11 10:37:31.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,465,Broadway & W 41 St,4.075.513.557,-7.398.658.032,26771,Customer,,unknown
1102,2017-04-05 17:39:59.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,514,12 Ave & W 40 St,4.076.087.502,-7.400.277.668,18220,Customer,,unknown
1087,2018-02-09 13:29:04.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,479,9 Ave & W 45 St,4.076.019.252,-739.912.551,17460,Customer,1969,unknown
554,2017-06-13 08:45:02.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,153,E 40 St & 5 Ave,4.075.206.231,-739.816.324,21269,Customer,,unknown
1263,2017-08-20 20:05:44.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3233,E 48 St & 5 Ave,4.075.724.568,-7.397.805.914,25301,Customer,,unknown
1670,2017-08-13 14:08:08.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,490,8 Ave & W 33 St,40.751.551,-73.993.934,27181,Customer,1966,female
1744,2017-07-16 12:50:47.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3163,Central Park West & W 68 St,407.734.066,-7.397.782.542,19785,Customer,,unknown
1107,2017-06-28 21:33:21.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3129,Queens Plaza North & Crescent St,4.075.110.165,-7.394.073.717,28384,Customer,,unknown
1037,2017-05-26 11:49:37.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3158,W 63 St & Broadway,4.077.163.851,-7.398.261.428,14573,Customer,,unknown
585,2017-10-19 00:09:47.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,519,Pershing Square North,40.751.873,-73.977.706,31177,Customer,,unknown
839,2018-05-13 22:48:18.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,519,Pershing Square North,40.751.873,-73.977.706,28824,Customer,1969,unknown
716,2017-05-31 17:43:56.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,519,Pershing Square North,40.751.873,-73.977.706,27221,Customer,1977,male
1779,2018-05-30 18:22:58.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,432,E 7 St & Avenue A,4.072.621.788,-7.398.379.855,33271,Customer,1969,unknown
831,2017-04-14 08:38:22.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3235,E 41 St & Madison Ave,4.075.216.528,-7.397.992.194,20306,Customer,,unknown
1727,2017-08-14 19:44:33.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,441,E 52 St & 2 Ave,40.756.014,-73.967.416,28890,Customer,,unknown
1969,2018-05-08 20:47:22.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,223,W 13 St & 7 Ave,4.073.781.509,-7.399.994.661,15772,Customer,1969,unknown
949,2017-08-10 23:14:32.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3238,E 80 St & 2 Ave,407.739.139,-7.395.439.535,20149,Customer,,unknown
504,2017-06-21 12:47:52.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3142,1 Ave & E 62 St,407.612.274,-7.396.094.022,19265,Customer,,unknown
824,2017-07-01 21:41:30.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,173,Broadway & W 49 St,4.076.068.327,-7.398.452.729,20373,Customer,,unknown
837,2017-07-01 21:41:38.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,173,Broadway & W 49 St,4.076.068.327,-7.398.452.729,15509,Customer,,unknown
1483,2018-02-22 10:05:02.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,501,FDR Drive & E 35 St,40.744.219,-7.397.121.214,29402,Customer,1969,unknown
294,2018-01-22 06:51:24.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,520,W 52 St & 5 Ave,4.075.992.262,-7.397.648.516,33358,Subscriber,1967,male
248,2018-03-08 06:51:12.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,520,W 52 St & 5 Ave,4.075.992.262,-7.397.648.516,21113,Subscriber,1967,male
280,2017-07-12 12:54:32.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,520,W 52 St & 5 Ave,4.075.992.262,-7.397.648.516,28628,Subscriber,1980,male
238,2017-06-22 07:39:07.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,520,W 52 St & 5 Ave,4.075.992.262,-7.397.648.516,26942,Subscriber,1988,male
277,2018-04-04 07:44:50.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,520,W 52 St & 5 Ave,4.075.992.262,-7.397.648.516,17100,Subscriber,1988,male
224,2017-07-02 10:36:18.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,520,W 52 St & 5 Ave,4.075.992.262,-7.397.648.516,19965,Subscriber,1990,male
342,2017-04-12 20:06:57.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,520,W 52 St & 5 Ave,4.075.992.262,-7.397.648.516,26852,Subscriber,1992,male
1362,2017-08-14 09:00:41.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,127,Barrow St & Hudson St,4.073.172.428,-7.400.674.436,30361,Subscriber,1972,male
1615,2017-09-18 17:58:27.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,127,Barrow St & Hudson St,4.073.172.428,-7.400.674.436,27584,Subscriber,1982,male
1393,2017-04-17 18:21:45.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,127,Barrow St & Hudson St,4.073.172.428,-7.400.674.436,28481,Subscriber,1982,male
1782,2018-04-13 17:25:19.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,502,Henry St & Grand St,40.714.215,-73.981.346,30862,Subscriber,1976,male
554,2017-05-22 11:51:48.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,469,Broadway & W 53 St,4.076.344.058,-7.398.268.129,17474,Subscriber,1969,male
367,2018-05-11 17:10:52.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,469,Broadway & W 53 St,4.076.344.058,-7.398.268.129,25581,Subscriber,1987,male
153,2018-05-22 14:47:30.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,305,E 58 St & 3 Ave,4.076.095.756,-7.396.724.467,32153,Subscriber,1970,male
158,2018-02-12 19:05:54.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,305,E 58 St & 3 Ave,4.076.095.756,-7.396.724.467,15333,Subscriber,1970,male
204,2017-06-21 15:21:33.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,305,E 58 St & 3 Ave,4.076.095.756,-7.396.724.467,18411,Subscriber,1982,male
154,2017-09-01 13:13:41.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,305,E 58 St & 3 Ave,4.076.095.756,-7.396.724.467,30383,Subscriber,1978,male
144,2017-10-03 14:38:38.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,305,E 58 St & 3 Ave,4.076.095.756,-7.396.724.467,31088,Subscriber,1967,male
146,2017-12-21 18:17:12.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,305,E 58 St & 3 Ave,4.076.095.756,-7.396.724.467,18182,Subscriber,1988,female
1296,2018-03-27 18:51:28.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,448,W 37 St & 10 Ave,4.075.660.359,-739.979.009,33146,Subscriber,1941,male
1254,2017-06-13 18:49:41.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,448,W 37 St & 10 Ave,4.075.660.359,-739.979.009,28104,Subscriber,1969,male
471,2017-10-03 11:06:43.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3443,W 52 St & 6 Ave,4.076.132.983,-7.397.982.001,20282,Subscriber,1961,male
521,2017-08-22 07:53:48.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3443,W 52 St & 6 Ave,4.076.132.983,-7.397.982.001,21132,Subscriber,,unknown
2399,2017-07-18 13:42:55.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3443,W 52 St & 6 Ave,4.076.132.983,-7.397.982.001,29036,Subscriber,1988,male
2377,2017-08-03 14:09:46.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3443,W 52 St & 6 Ave,4.076.132.983,-7.397.982.001,25630,Subscriber,1988,male
571,2017-10-04 19:16:55.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3438,E 76 St & 3 Ave,4.077.224.854,-7.395.842.135,16028,Subscriber,1968,male
525,2017-11-27 16:06:04.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3438,E 76 St & 3 Ave,4.077.224.854,-7.395.842.135,25638,Subscriber,1986,male
434,2017-09-27 18:29:31.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3375,3 Ave & E 72 St,407.699.426,-7.396.060.712,19344,Subscriber,1964,male
487,2018-05-22 18:45:21.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3375,3 Ave & E 72 St,407.699.426,-7.396.060.712,26827,Subscriber,1989,female
1429,2018-04-03 18:36:09.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3296,E 93 St & 2 Ave,4.078.245.418,-7.394.891.962,17697,Subscriber,1985,male
1797,2017-05-31 17:44:24.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,531,Forsyth St & Broome St,4.071.893.904,-7.399.266.288,28372,Subscriber,1972,female
1079,2018-04-30 21:26:18.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,531,Forsyth St & Broome St,4.071.893.904,-7.399.266.288,28398,Subscriber,1990,male
487,2017-07-30 18:48:38.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,449,W 52 St & 9 Ave,4.076.461.837,-7.398.789.473,18662,Subscriber,1991,female
303,2017-09-19 17:45:25.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,2022,E 60 St & York Ave,40.759.107,-73.959.223,17917,Subscriber,1989,male
908,2017-10-10 19:10:35.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3286,E 89 St & 3 Ave,407.806.284,-739.521.667,14820,Subscriber,1976,male
961,2017-08-25 18:44:45.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3286,E 89 St & 3 Ave,407.806.284,-739.521.667,28544,Subscriber,1976,male
752,2018-03-13 16:59:48.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3286,E 89 St & 3 Ave,407.806.284,-739.521.667,30443,Subscriber,1989,male
782,2018-01-24 19:16:31.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,3286,E 89 St & 3 Ave,407.806.284,-739.521.667,17099,Subscriber,1989,male
1834,2018-02-13 09:23:21.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,309,Murray St & West St,407.149.787,-74.013.012,31947,Subscriber,1968,male
1054,2018-05-08 03:14:48.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,168,W 18 St & 6 Ave,4.073.971.301,-7.399.456.405,20871,Subscriber,1969,male
458,2017-12-10 18:06:48.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,476,E 31 St & 3 Ave,4.074.394.314,-7.397.966.069,16601,Subscriber,1993,male
667,2017-11-30 22:06:51.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,536,1 Ave & E 30 St,4.074.144.387,-7.397.536.082,26588,Subscriber,1988,female
545,2017-09-08 16:38:36.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,536,1 Ave & E 30 St,4.074.144.387,-7.397.536.082,27925,Subscriber,1990,female
488,2017-10-28 19:06:01.000000 UTC,3459,E 53 St & 3 Ave,4.075.763.228,-7.396.930.575,281,Grand Army Plaza & Central Park S,407.643.971,-7.397.371.465,27696,Subscriber,1985,male
